,Komentar,Label
86,"Assalamualaikum semua, Permendikbud no 30 tahun 2021 yg terdapat frasa"" tanpa persetujuan korban"" dalam pasal 5 sudah ditangani Mendikbudristek. Maaf seandainya ada mahasiswa yg menggosokkan kelaminnya pada salah satu  bagian tubuh mahasiswi bukan istrinya secara tersembunyi di kampus, tapi mahasiswi tersebut setuju & perbuatan mereka ketauan sama lainnya, apa perbuatan mereka  dapat ditindak lanjuti menurut Permendikbudristek no 30 tahun 2021? Memang betul,  Permendikbud no 30 tahun 2021 mengurusi kekerasan seksual. Tapi kekerasan seksual akibat & berawal dari hubungan, kegiatan, perbuatan seksual yg bertentangan dengan nilai & norma , & merupakan akar masalah kekerasan seksual. Sedangkan Permendikbud no 30 tahun 2021 hanya membahas & mengurusi kekerasan seksual, tapi gak membahas hubungan , perbuatan, tindakan yg bertentangan dengan nilai & norma yg merupakan akar masalah kekerasan seksual . Terimakasih, wassalamu'alaikum 🙏",positif
87,Mana ada negara masih ada haikal yg sudah punya kunci sorga  jinah dihalalkan  poligami oke itu hajkal sok suci rakyat indonesia tahu siapa haikal hasan gerombolan munafik,negatif
88,"Usut terus, kekerasan seksual kampus.",positif
89,"Klo 284 kuhp, tafirnya bisa saja seperti permendikti",positif
90,"Yg saya heran,ada isu apapun narasumber tv one msti haekal hasan,gk berbobot sama sekali",negatif
91,"""Sejak kapan mahasiswi mau sama dosen"" Buset banyak ayam kampus njir di Universitas, masa pura2 nggk tau dah",negatif
92,Menteri edan,negatif
93,GK nyambung lah neng Endut katanya dosen kok GK tau bahasa,negatif
94,ini yg di bahas 30 .. si dosen larinya kok ke 3 ke 6 wkwjwk keliatan banget mvk dosen kurang wawasan,negatif
95,Hei negara jangan aneh 2,negatif
96,"ISTILAH ""KUMPUL KEBO"" MUNCUL DARI KOS-KOSAN KAMPUS
SANGAT PENTING MENGATUR KEHIDUPAN KAMPUS
YANG BERKAITAN DENGAN KEKERASAN TERHADAP PEREMPUAN",negatif
97,HIPNOTIS MASIH ADA,negatif
98,"ADA JUGA MAHASISWI YG MENAWARKAN
PERTANYAAN APAKAH DOSEN HARUS MELAYANI?
ETIKA:  DOSEN HARUS MENOLAK DAN TIDAK MENERIMA",negatif
99,Haikal ini ngeres otaknya,negatif
100,JANGANLAH MEMANFAT AZAS MANFAAT,negatif
101,"Ha!kal Hassan Peranakan Arab Yaman Tukang Buat Gaduhhh dan B!ang Keladi Masalah!

Jaga Mulut Kau Arab Yaman Somplakkk!",negatif
102,"Kenapa tidak sekalian aja di berikan modal kondom di kampus2 Kalo memang ada landasan dasar suka sama suka?! Sebagai bukti tambahan ya. 
Juga sebagai pencegahan supaya tidak lahir bayi2 di luar nikah pada usia Muda. 
Kok bikin per men setengah2. Pintar banget ya.",negatif
103,"Rialita ada tuh ayah yang perkosa/berhubungan intim anak kandung, realita ada tuh mertua selingkuh ma mantu semua peluang itu  ada. Makanya peluang itu d tutup ama UU. Ni dr dulu pendukung/jubir rezim  kalo berargumen suka munafik para gk tau bahas gk ngalor ngidul.",negatif
104,"ini yang perempuan yg tidak melindungi perempuan sedang babe haikal melindungi perempuan dan keluarganya, badan aja besar, otaknya cetek",negatif
105,REVOLUSI AKLAQ.,positif
106,"Sudah jelas kalo Haikal Hasan ini ilmunya paaspasan, ilmu segitu kok sering nongol di TV, tp ya maklum tv one hostnya culun2,,,,!!!",negatif
107,Fakboy be like horrayy....,negatif
108,"😀😀😀 tv one ngundang narasumber ko ga berbobot..
Demi Alloh Nabi muhammad dateng pad sayah tpi boong.. 😀😀😀",negatif
109,"Belom di resmiin aja dah bebas apalgi klo di remikan,hancur hancur koplk kowe pak mentri",negatif
110,"Tv one itu tmpat nya para kadrun dan pro khilafah berkoar koar so pinter spt si haikal hasan ini, penipu ulung pro cendana. Tinggalkan hayo tv one.",negatif
111,Itulah mengambil kebijakan yg ngga bisa di terima oleh karena itu klo mau mngambil sbuah keputusan ajak/brunding kpda yg lbh mngerti utk kebaikan brsama,negatif
112,Ampun...... 👍🙏❤🇮🇩,negatif
113,"Yg baju kuning sngat tdk sopan (pahanya diangkat"")",negatif
114,Wah ini dosen koplak .ngak ngerti pertanyaan ne.klo lihat gini gmn ya mahasiwanya,negatif
115,Haikal itu ular beludak  seharusnya tdk perlu diajak diskusi tapi tv1 memang lain,negatif
116,"Ya trgantung dari manusianya lh..
Masa mau seks harus di gembar gembor",positif
117,Korban yang mau adalah orang menganut ideology eka sila ketuhanan yang bekebudayaan .,negatif
118,Padahal masalah darurat bukan hanya kejadian yg viral skr. Tapi juga perilaku seks bebas mau sama mau yg bisa jadi selama ini dilakukan oleh beberapa kalangan mahasiswa.,negatif
119,Permendikbud ini fasal .....hendak  *menghapus* *Ideology* *politik* *Ketuhanan* *yang* *maha* *esa*      dan *mengganti*nya dengan *ideology* *ketuhanan* *yang* *berkebudayaan*   . Pancasila adalah harga mati.,negatif
120,kebanyakan aturan yg akhir nya membingungkan sendiri..........ENdonesa,negatif
121,Ngustad2 sampah,negatif
122,Ga bisa jawab dan ga mau jawab kan..tu...!!!,negatif
123,Haikal hasan melindungi kadrun yg pernah seksual,negatif
124,Sok pitar lo,negatif
125,Dimna ada pengertian menghlalkn zina cuma hati busukmu yg suka menggoreng berita,negatif
126,GK usah ribut2 ...bikin lokalisasi aja di kampus.,positif
127,"Mentri pendidikan ko mau legalkan sek bebas jadi ANtar siswa siswi biar leluasa gitu pada mesum klo dah saling suka, begini nih klo Mentri bukan dari non muslim peraturanya menabrak sana sini pada ahirnya gaduh terus ni negara ini sama juga ga menghargai mayoritas umat islam yg didalam ajaranya berzinah itu di larang,hadeeh ga dilegalkan aja tetep banyak perzinahan apalagi di legalkan🤭😇😇😇",negatif
128,"di pikir aja..(bag akhir)
gampang ke mahasiswi nya, dosen nya aja dlu ngapain nyuruh buka baju ke siswi ny.. cureek curek.. jdi greget",negatif
129,Paling haikal yg ky gitu klo duka sama suka ngapain di bagas koplak haikal,negatif
130,"Itu perempuan gemuk itu aneh ya, mau di bela hak nya kok gak mau, hadeehhhh",negatif
131,Ngotot amat ini perempuan buntelan kentut.🤦‍♂️🤦‍♂️🤦‍♂️,negatif
132,"Makanya pejabat jangan merasa berjasa hanya dengan menciptakan peraturan yang gak jelas, gak mutu. 
Inilah pejabat Indonesia seolah berebut menciptakan peraturan, yang nyata2 banyak bertubrukan. 
Kuncinya semakin banyak peraturan, akan semakin menciptakan akal-akalan biar yg gak legal bisa seolah legal. 
Makin bokbrok...... !!!",negatif
133,"Ya..... melegalkan tindakan asusila.
Wkwkwkwkkw kacau kalau hukum dah jelas bolong nya ya harusnya gagal semi hukum ga usah nunggu revisi. Permen ga ada fungsi, mentrinya adem bae.",negatif
134,"Mantap Babey
Akal Sehat",positif
135,Monafik hhhhhhh ...,negatif
136,segala jurus dikerahkan untuk menegakkan benang basah.....,negatif
137,Wajib revisi,positif
138,Nih cwe yg gendut doyan di grepe kali ya,negatif
139,Mantaf mbak Venny pertahankan mbak Apa.yang menjadi prinsip perjuangan mbak Dkk sudah pada titik perjuangan  berdasarkan fakta lapangan yang bukan berdasarkan umpamanya umpamanya  dan katanya katanya tanpa ada fakta hanya mau bertahan dengan  keinginan ego pribadi saya Mendukung kegigihan mbak Dkk Perempuan  yang luar biasa  BRAVo mbak Veny dkk,negatif
140,Hahaha. Konyol.,negatif
141,haikal hasan kaya artisnya tvone...di acara apa aja kok nara sumbernya  cuma haikal hasan terus...padahal orang ga ada ilmu...cuma adanya provokator...tukang bohong kok  di jadikan artis tv besar klas tvone..,negatif
142,Ya sudahlah,positif
143,Si cewek ini agamanya apa    ya. Kok getol  RX dengan sex bebas. MasyaAllah,negatif
144,babeh Haikal sedikitnya Ngerti Hukum luar biasa,positif
145,"YANG MEMGUSULKAN SEX BEBAS. MENCERMIINKAN MUKA"" MESUM",negatif
146,"Permendikbud niatnya baik, tujuannya juga baik, tapi kl emang isinya masi ada yg multi tafsir harusnya di revisi. Emang pd dasarnya karna yg bikin manusia jg pasti bakal ada celah, tp kan kita bisa buat meminimalisir kesalahannya. Nah sedangkan di permedikbud ini banyak bgt yg kontra dgn isinya yg artinya terlalu banyak celah yg bisa disalah artikan. 

Jadi mau saran aja.. yg kontra jangan suruh cabut permendikbud ini, tp lbh ke arah revisi aja buat ganti frasa dsb.",positif
147,"Saya yakin pak Nadim & Veni Siregar kalo dinikahkan lama gak punya anak, semoga paham""",negatif
148,"ini cewek koq Dungu yaakk... 
Gak ngelindungi cewek 🤣🤣🤣
hadeuuhhh maLu2in anak Ngampusss",negatif
149,"Islam sudah jelas aturan , Al Quran sebagai tuntunan kita,",positif
150,Aneeeeh  aktifis,negatif
151,Itu aktivis perempuan apa buzzer ya 😂😂😂😂😂,negatif
152,"Veni Siregar munafik sekali, ya tentu ada klo mahasiswi yg diminta utk buka baju oleh dosennya utk nilai",negatif
153,Anggota DPR dari pdip to,negatif
154,Yang setuju Indonesia jadi negara sekuler like dong...,positif
155,Ampun vera itu aktivis perempuan tpi kok gitu yah?,negatif
156,"Perempuan itu dari hasil zina mungkin ,kok gak melindungi perempuan",negatif
157,Haikal bikin rusak,negatif
158,"Kalau untuk langkah yg tepat untuk mnangani kekerasan seksual ya sanksinya diperberat atau diperkejam hukumannya..jgn malah ""dilegalkan"" bukannya maju malah mundur.",negatif
159,aktivis perempuan ??,negatif
160,Ini Proyeknya mendikbud anggaran PENDIDIKAN sangat besar ingat itu,negatif
161,"Yg di keluarkan Kemendikbud adalah UNDANG2 PENCEGAHAN KEKERASAN SEKSUAL yaitu dgn bahasa TANPA PERSETUJUAN DR KORBAN. 
 Yg nanya  KLO DGN PERSETUJUAN KORBAN boleh??? 
ITU NAMANYA SUDAH KENA UU TINDAKAN ASUSILA!!! GOBLOG!!! DIPIARA!!",negatif
162,Haikal hasaan manusia ngibul masih di pake TV One😂,negatif
163,Dah brpa Mentri yang bikin gaduh. yang satu bikin gaduh agama..yang satu lagh otak pencabulan.yang satu lagh otak bisnis .rakyat yang di rampok..haduhhh ancur,negatif
164,Kalau dosen buka baju mahasiswi dengan dan si mahasiswi tsb menyetujui dan tidak keberatan. Ya boleh boleh aja lah. Gak boleh nya dmn secara hukum ? Persetujuan kedua belah pihak. Bisa jadi suka sama suka.,negatif
165,gk nyambung & gk paham nih si Veni & si ibu Yogya dg permasalahan keberatan MUI,negatif
166,"Sineng ngk nyambung kayaky dia setuju dg zina, perempuan kok ngk pembelaan sam prermpuan, parah ni betina",negatif
167,Pembuat Permen ini betul2 tidak ngerti bahasa Indonesia atau pura2 tidak ngerti ya?,negatif
168,"KALAU  SUKA SAMA SUKA GA ADA HUKUMAN ITU TAFSIRNYA,",negatif
169,kan jelas yg pakai jilbab dg yg lepas jilbab itu isi otaknya sangat bertolak belakang.,negatif
170,"Gemes dgn argumennya,,,",negatif
171,"Bodoh,. Jika mmg frasa itu penegasan,, harysnya tdk memunculkan ambiguitas,,, kan lbh jls klo dikatakan tanpa atau dgn persetujuan korban...",negatif
172,"Gokil gedenya rata dari atas sampai bawah, kecuali kemampuannya berpikir.",negatif
173,"Brati anda tidak korperatif untuk lebih baik bu, malah mencari kesalahan..",negatif
174,"Semoga bapak ibu yg terhormat, anaknya tidak ada yg menjadi korban.. biar anda masih tetap bisa belagu..",negatif
175,Be be.. otaknya kalah sama anak muda..,negatif
176,"Badan aja jumbo, dosen kok gk nyambung",negatif
177,"Berusahalah menyempurnakan, memperbaiki UU yg krg sempurna. Tdk ada UU yg konsepnya sempurna .. sekejap",positif
178,"Perasaan Nafsu sex, Syahwat dibawah perut tu gak hanya ada di Kampus maaak...... Di banyak tempat banyak dan ada pelecehan dan kekerasan sexual...... Kok kader PDI P, buta ya.... Cuma dikampus katanya yg paling banyak.... 🤣 🤣 🤣",negatif
179,"Karena nonmus maunya Indonesia kayak negara2 Barat yaitu seks bebas, ya nggk heran, karena itu kiblat merka.",negatif
180,Melegalkan sek bebas ?? Jangan jangan yang membuat kebijakan/ mengundangkan dan yg mendukung ada berpengalaman/ keluarga ataupun anaknya sudah  seperti itu ??? Bismillahirrahmanirrahim semoga rambu rambu bisa ditaat dilaksanakan dg baik benar.,negatif
181,"Ini bener sek bebas,,,kalo suka sama suka lantas dia melakukan hubungan intim dan ketangkep basah,,dia akan memakai pasal tersebut,,,gagal kan pasal kemendikbud",negatif
182,Jngankan mahasiswa di suruh buka baju .murid ngaji aja di vc minta enak enak   kyak nya  ada kok be.,negatif
183,Entah apa yg ada difikiran Duo betina ini... Astaghfirullah astaghfirullah naudzubillah... Iyyyuuhhh,negatif
184,Ayo babeh haikal suara kbnaran dngan lantang.. Jngn kasih kndorr..,positif
185,PA ni aktivis perempuan ko bgtu..,negatif
186,"Ga sopan teteh veni...  Manggil ust babe haikal :v atau ngga bapak jga,  ampun...",negatif
187,"12:11 saya kira kira tidak ada mahasiswa seperti itu . 

Ini orang mainnya dimana sih? Ayam kampus udah rahasia umum. Kok nggak tahu?",negatif
188,"Asusila ya asusila ,pelanggaran hukum ,yg jekas pelanggaran agama dan nilai yg tdk tertulis di masyarakat ,revisi  yg pancasilais ,jgn multitafsir",negatif
189,"Sesimple itu babe haikal bertanya terkait implementasi pemen no 30 ini,, dan tidak bisa dipungkiri,, pasal 5 mesti direvisi,, jika melihat penjelasan mbak veni,, harusnya pasal 5 ini bukan suka sama suka,, tetapi jika ""mahasiswa terintimidasi secara kronologi pembuktiannya""... Berarti kalimat dannkata yang digunakan harus direvisi.. 

Jika ditanya tentang kepastian hukum terkait case ini,, pastinya perlu,, akan tetapi bijaklah dalam menetapkan dan menentukan bahasa yang digunakan..",positif
190,"Si Vani alibi kedok melindungi, tapi ditanya kalau setuju koq GK nyambung nyambung.",negatif
191,Gw gk ngerti sebenarnya aturan permendibud seperti apa? Secara logika klo benar melegalkan seks bebas ya ngawur lah! Ada yg tau gk isi aturannya? Terimakasih,negatif
192,Ni buk ngak cukup nalarnya. Tidak berbanding lurus dengan bobotnya,negatif
193,"Apa arti kekerasan, paksa, ancam, sehingga korban tak sanggup untuk melwan kadang bisa dibunuh. Mengapa harus ribut, kalau rela ARTINYA NGAK ada kekerasan, kok dibawa kemana mana. Jangan munafik siapa yang bisa mencegah zina. Kenyataannya yang ngomong anti zina merekalah yg berzina.Zina itu bukan kekerasan,",negatif
194,Penanggulangan seks liar itu adalah kesadaran beragama.,positif
195,"SAVE SEX NO SEX, ARIGATOGUZAIMASU.",negatif
196,Dasar udah kerasukkan syetan udah kepepet masih aja mengelak tuh Veni,negatif
197,ANEH BIN AJAIB TAKUT KEKERASAN ZINA TETAPI TIDAK TAKUT DOSA DAN DIPANGGANG DI API NERAKA. BERTOBATLAH DAN KEMBALI KE JALAN YANG LURUS.,negatif
198,"Hikal ini kok msh diundang ya
Sebagai apa kok diundang apa biar ramai aja ya",negatif
199,Yg buat aturan sikafer munafiq,negatif
200,Betul neng dzubaedah,negatif
201,Tuh lengan apa paha😂🤣🤣,negatif
202,Dasar pada dungu padahal hanya tiga kata yang harus di hilangkan yaitu TANPA PERSETUJUAN.apa salahnya padahal jadi lebih tegas tidak boleh.titik.gede.,negatif
203,Badan gede otak kecil,negatif
204,"BH ini narsum tetap di tvone. 
Bahas apasaja tetap babe haikal pasti ada. Wlaupun narasumber lainnya selalu dtg dr kepakaran yang lain. Tvone tetap memakai BH. 🤣🤣🤣🤣.",negatif
205,Mana ada kejadian seperti itu? Itu namanya mengantisipasi sebelum terjadi. Meskipun dengan persetujuan itu gak pantas dan akan membuka jalan untuk melakukan sex bebas. Lu aktivis perempuan tp gak melindungi perempuan  Miris bocil jaman Now,negatif
206,"Apasalahnya kalau ada yang berbuat asusila atau seks bebas ditahan proses hukum saja,kok mesti berdasarkan persetujuan dulu,mana ada seorang wanita apalagi gadis yang mau diperlakukan tidak senonoh oleh laki-laki,apalagi memberi persetujuan itu alasan pembelaan untuk laki-laki saja itu! hanya perempuan murah yang mau bersikap kayak isi permen nadiem tersebut, bagaimana sih niat dalam kalbu hati para pendukung dan menterinya diknasristek jika terjadi pada anak gadis atau istri dia sendiri, jadi rasa kemanusiaan dan niat apa maksud dari permen ini pantas apa tidak diterbitkan,buat bertanya lagi buat sementara mesti pakai ini dulu mesti pakai peraturan ini sunguh mengenaskan! kenapa tidak dibuang saja permen ini kedalam tong sampah,jawab tegasnya beri saja sanksi yang tegas pada pelakunya terutama tentu pria lelakinya, kan! itu sudah jelas untuk laki-laki dan perempuan sudah bersuami,sebenarnya hanya lingkungan tempat terjadi kekerasan seksual itu yang tidak berani dan jelas sikapnya bertindak tegas pada hukum sanksi sudah norma asusila pada fasal bab KUHP, terimakasih .",negatif
207,"Babe doang pokonamah 
Teas teas teas",negatif
208,"Mana neh haikal hasan arab, tukang stempel halal mui, Partai Kekerasan Seksual, PKS yg kesemuanya dungurockygarong ?",negatif
209,Lain yg ditanya...lain yg dijawab...aduh..,negatif
