,term,TF-IDF
758,nempelkan,0.4621406781527381
493,kelamin,0.4621406781527381
563,lagak,0.4621406781527381
123,bersih,0.4621406781527381
733,mutu,0.4621406781527381
777,ngurusin,0.4621406781527381
91,banyak,0.4535737861263657
757,negri,0.44537415179292245
239,diamenyetujui,0.4448744667458295
680,mikir,0.4412740546574746
314,gabisa,0.4412740546574746
387,hukumanya,0.4412740546574746
572,lap,0.4412740546574746
743,nangin,0.4412740546574746
742,nanangin,0.4412740546574746
326,gatau,0.4412740546574746
586,legalin,0.4412740546574746
823,paksan,0.4412740546574746
97,bawah,0.4412740546574746
509,ketentuanya,0.4412740546574746
1029,sesat,0.4389842200695592
157,brsama,0.4389842200695592
549,ksalahan,0.4389842200695592
729,murid,0.43796939215241043
1193,ulang,0.4334223753698072
895,plis,0.4307479522478068
674,menyalahgunakan,0.4267234522052137
488,kedudukanya,0.4267234522052137
79,bacod,0.4267234522052137
247,dijelasin,0.4267234522052137
1154,tr,0.4256378596294418
967,rizqi,0.4256378596294418
872,permendikbudnya,0.42520359045569545
401,implementasi,0.42520359045569545
462,kaedah,0.4213634843975204
1075,subtantif,0.4208580783078941
458,kacau,0.4208580783078941
432,jabat,0.4208580783078941
794,nyeleneh,0.4208580783078941
452,judul,0.41668034128844195
323,gara,0.41523914606021944
274,doyan,0.41523914606021944
100,beban,0.41486241986708444
921,profesional,0.41486241986708444
121,berfikirnya,0.41486241986708444
553,kucing,0.4139638899661016
760,neraka,0.41373840222373603
307,fikir,0.4132133179098462
502,kerab,0.4132133179098462
848,penetrasi,0.4132133179098462
249,dikti,0.4132133179098462
1036,shaming,0.4132133179098462
717,muat,0.4132133179098462
918,pribadi,0.4132133179098462
149,body,0.4132133179098462
229,dengar,0.4132133179098462
347,golong,0.4132133179098462
356,hadir,0.4132133179098462
1215,vidio,0.4132133179098462
416,intip,0.4132133179098462
903,politikus,0.4132133179098462
993,sebar,0.4132133179098462
1124,tentu,0.4132133179098462
215,dapat,0.4095897060737017
746,narapidana,0.4086895383499618
1025,seprti,0.4086895383499618
675,merasakanya,0.4086895383499618
721,muhamdiah,0.4012570182137177
219,deal,0.4012570182137177
732,musyawarah,0.4012570182137177
120,berantas,0.39971482837255046
251,dilegalkanya,0.39729571151867904
657,melundungi,0.39729571151867904
385,hubunganya,0.39729571151867904
